Job title,Job company,job salary,posted,Job_location,Job link,Job requirements,job description
"Front End & Website Template Developer (Full-Time, Remote)",iBrokerage Ltd. ,Not preview,13 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/iBrokerage Ltd.-Canada-117060,Quality Control,Not provided
Project Manager - Landscape Projects,asquared ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/A-Squared-Egypt-52558,control,Not provided
Production Manager,EBSS  Elite Business Solution Service ,Not preview,7 days ago,"Doha, Qatar",https://wuzzuf.net/jobs/careers/Dual-it-Egypt-47491,Quality Assurance,Not provided
Engineering Manager – Retail Company,Confidential ,Not preview,16 days ago,"New Cairo, Cairo, Egypt",,Full Time,Not preview
Operations Manager,ايجيبت فينوس للصناعه والتجاره ,Not preview,4 days ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/aygybt-fynos-llsnaaah-oaltgarh-egypt-146000,On-site,Not provided
Construction QC Engineer,Zamil Steel Buildings Co ,Not preview,9 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Zamil-Steel-Buildings-Co-Egypt-12650,Manager,Not provided
Production Manager - Sheet Metal,Confidential ,Not preview,1 month ago,"10th of Ramadan City, Sharqia, Egypt",,Manufacturing/Production,Not preview
Financial Auditor,El Banna Group Company ,Not preview,8 days ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/Zeta-Pharma-Egypt-14317,Quality,Not provided
Deputy Manager,Wham Clinics  ,Not preview,3 days ago,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.net/jobs/careers/Wham-Clinics-Egypt-24430,Engineering - Other,Not provided
Construction Manager,Delta for road construction and landscape ,Not preview,24 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/delta-for-road-construction-and-landscape-egypt-137733,Engineering,Not provided
Senior Electrical Site Engineer,TRAVCO GROUP ,Not preview,4 days ago,"Red Sea, Egypt",https://wuzzuf.net/jobs/careers/TRAVCO-GROUP-Egypt-17291,Quality Control,Not provided
Club Owner Rep Manager,IGIGroup ,Not preview,15 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/IGI-Group-Egypt-26707,SAP,Not provided
Operations Manager.,Roselle Foods Limited ,Not preview,23 days ago,"Dar es Salaam, Tanzania",https://wuzzuf.net/jobs/careers/roselle-foods-limited-bahrain-145222,Management,Not provided
Head of Mobile Team,Confidential ,Not preview,10 days ago,"Cairo, Egypt",,Quality Assurance,Not preview
.NET Developer (Mid-Level),Ayady4040 ,Not preview,5 days ago,"Moharam Bek, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/-120384,Manufacturing Industry,Not provided
Production Engineer,AZ Developments ,Not preview,4 days ago,"Abu Rawash, Giza, Egypt",https://wuzzuf.net/jobs/careers/az-developments-egypt-145786,Manufacturing,Not provided
Rig Electrician,Oil & Gas Services (Free Zone) ,Not preview,21 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/oil-gas-services-free-zone0-egypt-132987,Full Time,Not provided
Mechanical Engineer,EKC EGYPT ,Not preview,7 days ago,"Ain Sokhna, Suez, Egypt",https://wuzzuf.net/jobs/careers/ekc-egypt-egypt-145519,On-site,Not provided
Senior Proposals Coordinator,grfn   ,Not preview,1 month ago,"Zamalek, Cairo, Egypt",https://wuzzuf.net/jobs/careers/grfn-Egypt-115513,Manager,Not provided
Warehouse Supervisor,Al Hambra  ,Not preview,17 days ago,"Hurghada, Red Sea, Egypt",https://wuzzuf.net/jobs/careers/-38182,Hospitality/Hotels/Food Services,Not provided
Office Manager,PROTEC Egypt  ,Not preview,28 days ago,"Sheraton, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Pro-Tec-Egypt-Egypt-10948,Manufacturing/Production,Not provided
Sweet Potato Farm Manager,Confidential ,Not preview,23 days ago,"Jazan, Saudi Arabia",,Quality,Not preview
Electrical / Mechanical Engineer,EMCB ,Not preview,1 month ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/EMCB-Egypt-144549,Quality Control,Not provided
Internal Auditor,ecoSAS International ,Not preview,21 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-126159,Quality Assurance,Not provided
Technical Office Engineer -Furniture,Riadco 2000 ,Not preview,1 month ago,"Obour City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Riadco-2000-Egypt-20289,Food Safety Management,Not provided
Field Service & Installation Team Leader Engineer,Comtec ,Not preview,33 minutes ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Comtec-Egypt-33358,Food Hygiene,Not provided
Internal Audit Manager,El Banna Group Company ,Not preview,17 days ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/Zeta-Pharma-Egypt-14317,International Food Safety Management Systems Standard,Not provided
Industrial Automation Engineer (SCADA/DCS),Controware  ,Not preview,22 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/controware-egypt-132163,Full Time,Not provided
Inventory Supervisor,Soudanco  ,Not preview,21 days ago,"Marg, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Soudanco--Riyada--Egypt-14202,Hybrid,Not provided
Unity Developer (Junior / Mid-Level),TIA ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/TIA-Egypt-81598,Experienced,Not provided
Odoo Developer,Confidential ,Not preview,15 days ago,"Mokattam, Cairo, Egypt",,IT/Software Development,Not preview
Procurement Manager,ESC ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ESG-Egypt-56821,Quality,Not provided
Production Engineer,Elsewedy Electric ,Not preview,1 month ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/El-Sewedy-Egypt-19852,Engineering - Telecom/Technology,Not provided
Agricultural / Farm Manager,Confidential ,Not preview,2 days ago,"Wadi Alnatrun, Beheira, Egypt",,QC,Not preview
Warehouse Manager,Confidential ,Not preview,24 days ago,"Nasr City, Cairo, Egypt",,Automation,Not preview
Senior Site Architectural Engineer,Alfa Laboratories ,Not preview,2 days ago,"Mohandessin, Giza, Egypt",https://wuzzuf.net/jobs/careers/Alfa-Laboratories-Egypt-59515,Manualtesting,Not provided
Rubber Production Engineer,ataya ,Not preview,1 month ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/ataya-Egypt-52439,Information Technology (IT),Not provided
QA section head,Confidential ,Not preview,21 days ago,"6th of October, Giza, Egypt",,Engineering,Not preview
Full Stack Developer (Frontend-Focused),Adwar Logistics ,Not preview,1 day ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Adwar-Logistics-Saudi-Arabia-138195,Telecommunication,Not provided
Light Current Engineer,NGS ,Not preview,22 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/ngs-egypt-145432,Quality Control,Not provided
Construction Manager-Landscape Projects,asquared ,Not preview,22 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/A-Squared-Egypt-52558,Full Time,Not provided
General Manager – Fit-Out & Industrial Operations,El Alfy Group  ,Not preview,12 days ago,"Badr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/El-Alfy-Group-Egypt-45327,On-site,Not provided
"Senior Procurement Engineer ""MEP""",Abu Gemeaa ,Not preview,9 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Abou-Gemeaa-Egypt-25779,Entry Level,Not provided
Facility Management Coordinator,Innovvette for Education ,Not preview,11 days ago,"Assuit, Assiut, Egypt",https://wuzzuf.net/jobs/careers/Innovvette-Egypt-59262,Quality,Not provided
Façade Production Engineer,AMACO ,Not preview,1 month ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/amaco-egypt-144848,Engineering - Other,Not provided
Construction Director,New Plan  ,Not preview,7 days ago,"New Capital, Cairo, Egypt",https://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501,Quality Control,Not provided
Internal Audit Section Head,Dr.Greiche  ,Not preview,22 days ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/Dr-Greiche-Egypt-41590,Quality Assurance,Not provided
Site Engineer,Cred Developments ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/-30791,Problem Solving,Not provided
Civil Site Engineer,المقاولون المتحدون للخدمات المتكاملة  UCIS ,Not preview,7 days ago,"Hadayek Alkobba, Cairo, Egypt",https://wuzzuf.net/jobs/careers/almkaolon-almthdon-llkhdmat-almtkaml-ucis-egypt-134336,Attention to Detail,Not provided
Testing & Commissioning engineer,Advanced Engineering Consultations ,Not preview,24 days ago,"Giza, Egypt",https://wuzzuf.net/jobs/careers/advanced-engineering-consultations-egypt-145110,Technical Documentation,Not provided
Senior WordPress Full-Stack Developer,Road9 Media ,Not preview,1 month ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Road9-Media-Egypt-9798,Team Collaboration,Not provided
Full-Stack Web Developer,Generator ,Not preview,21 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Generator-Egypt-53957,Regulatory Compliance,Not provided
Quantity Surveying (QS) Engineer,Alfa Laboratories ,Not preview,23 hours ago,"Mohandessin, Giza, Egypt",https://wuzzuf.net/jobs/careers/Alfa-Laboratories-Egypt-59515,Manufacturing,Not provided
Construction Manager,Link International ,Not preview,27 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Link-International-Egypt-61745,Full Time,Not provided
After-Sales Maintenance Coordinator,Masria Group ,Not preview,16 days ago,"Obour City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Masria-Group-Egypt-40509,On-site,Not provided
Recruiter – Infrastructure & Construction,Infracon ,Not preview,7 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Infracon-Egypt-39893,Experienced,Not provided
IT Manager,Confidential ,Not preview,2 days ago,"10th of Ramadan City, Sharqia, Egypt",,Hospitality/Hotels/Food Services,Not preview
CNC Engineer,Confidential ,Not preview,24 days ago,"Obour City, Cairo, Egypt",,Quality,Not preview
Senior Django Developer,TechJump ,Not preview,20 days ago,"Alexandria, Egypt",https://wuzzuf.net/jobs/careers/IT-Experts-Egypt-89172,Quality Control,Not provided
Internal Audit Senior Manager,SAVOLA ,Not preview,4 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-2383,Food Safety Management,Not provided
Electrical Engineer Intern,Pharco Corporation ,Not preview,1 month ago,"Alexandria, Egypt",https://wuzzuf.net/jobs/careers/Amriya-Pharmaceutical-Industries-Egypt-18834,Food Hygiene,Not provided
Factory Manager,Gest For Metals  ,Not preview,3 days ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/-18352,Food quality,Not provided
Operational Project Manager,Confidential ,Not preview,1 month ago,"Fayoum, Fayoum, Egypt",,Food Science,Not preview
Warehouse Manager,ICONIC FMCG  ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ICONIC-FMCG--Egypt-95839,Quality Assurance,Not provided
Maintenance Engineer (Oilfield Workshop Equipment),Confidential ,Not preview,7 days ago,"Alexandria, Egypt",,QA,Not preview
Factory General Manager (Food Manufacturing),UNITED FOOD INDUSTRY Group ,Not preview,1 month ago,"Badr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/UNITED-FOOD-INDUSTRY-Group-Egypt-41200,Agriculture,Not provided
Utilities Electrical Engineer,Arab Otsuka Nutraceuticals ,Not preview,1 month ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/-95757,Full Time,Not provided
BIM Electrical Manager,Takweenat ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Takweenat-Egypt-139916,On-site,Not provided
Operations Manager (Petroleum Services),Confidential ,Not preview,7 days ago,"Cairo, Egypt",,Experienced,Not preview
Head OF Engineering,Egypt Gold  ,Not preview,9 days ago,"Obour City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/IRAM-JEWELRY-Egypt-39723,Logistics/Supply Chain,Not provided
Senior Electrical Technical Office Engineer,Upwyde ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Upwyde-Egypt-76587,Manufacturing/Production,Not provided
Pharmacist (Packer),Yodawy ,Not preview,17 days ago,"Abu Rawash, Giza, Egypt",https://wuzzuf.net/jobs/careers/Yodawy-Egypt-31478,Quality,Not provided
Budget Analyst,Unistar   ,Not preview,1 month ago,"Badr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/unistar-egypt-134187,Logistics,Not provided
Structural Engineer,alyassmine ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/alyassmine-Egypt-32372,Warehousing,Not provided
Senior Site Civil Engineer,Darna for real estate & Construction (DRC) ,Not preview,2 months ago,"Shorouk City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Darna-Real-Estate-Investment-Egypt-28836,Quality Control,Not provided
Software Developer,eVision ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/eVision-Egypt-7064,Full Time,Not provided
Power & Electrical Machinery Engineer,The Egyptian Co. for Electrical Industries ,Not preview,2 months ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-119480,On-site,Not provided
Switchboard Design Engineer,ElectraTec for Electric Industries  ,Not preview,22 hours ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/electratec-for-electric-industries-egypt-142361,Manager,Not provided
Sr. Plumbing & Fire Fighting Engineer,Afniah Consulting Engineering  ,Not preview,3 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-113616,Quality,Not provided
Architect Site Engineer,Upwyde ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Upwyde-Egypt-76587,Architecture,Not provided
Agricultural Engineer (Irrigation & Fertilization),Naqaa ,Not preview,21 days ago,"Siwa Oasis, Matruh, Egypt",https://wuzzuf.net/jobs/careers/naqaa-egypt-140527,Pest Control,Not provided
Electrical Maintenance Engineer,Confidential ,Not preview,10 days ago,"Bourj Alarab, Alexandria, Egypt",,Quality Control,Not preview
Senior Video Editor (Editing & Color Grading),فلوروز ,Not preview,1 day ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/floroz-saudi-arabia-145293,Engineering,Not provided
Electrical Engineer - Power Generators,Carlin Middle East ,Not preview,1 month ago,"Qalubia, Egypt",https://wuzzuf.net/jobs/careers/carlin-middle-east-egypt-142081,Management,Not provided
Fleet Manager,Ice foods ,Not preview,4 days ago,"Mansoura, Dakahlia, Egypt",https://wuzzuf.net/jobs/careers/ice-foods-egypt-143059,CPD,Not provided
Architect,Confidential ,Not preview,16 days ago,"Cairo, Egypt",,associate,Not preview
Senior Backend Developer (Manufacturing),K Line Europe ,Not preview,13 days ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-92966,Full Time,Not provided
Internal Audit Supervisor,Middle East Glass ,Not preview,2 months ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-103336,On-site,Not provided
AI-Enhanced Full Stack Developer,Zyntra Digital  ,Not preview,19 days ago,"Hadayek Alahram, Giza, Egypt",https://wuzzuf.net/jobs/careers/Zyntra-Digital-Egypt-142794,Experienced,Not provided
Internal Audit Manager,Your Parts ,Not preview,16 days ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Your-Parts-Egypt-52312,Administration,Not provided
MEP Technical office Engineer,Confidential ,Not preview,8 days ago,"Cairo, Egypt",,Quality,Not preview
Mechanical Design Engineer,Confidential ,Not preview,1 day ago,"6th of October, Giza, Egypt",,Document Control,Not preview
Technical Office Engineer (Revit) (Interior scope),EGY UNIFORM ARCHITECTS + DESIGNS ,Not preview,15 days ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/egy-uniform-architects-designs-egypt-145249,QA,Not provided
QA / Software Test Engineer (AI-Augmented Testing),Roaya ,Not preview,21 days ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Roaya-Electronic-Egypt-22686,Quality Assurance,Not provided
Automation Maintenance Engineer,Eagle Chemicals ,Not preview,22 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Eagle-12429,Quality Control,Not provided
Business Analytics Head,Confidential ,Not preview,11 days ago,"Shorouk City, Cairo, Egypt",,", ISO 9001, Power BI",Not preview
Project Manager,RAQMU for Building and Construction  ,Not preview,2 months ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/DKS-Group-Egypt-79993,Full Time,Not provided
Procurement Engineer,Places Plus ,Not preview,25 days ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/places-plus-egypt-130940,On-site,Not provided
Technical Office Engineer,Alunaut ,Not preview,29 days ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Alunaut-Egypt-111424,Manager,Not provided
Senior Technical Office Engineer,Prime Developments ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/prime-developments-egypt-138750,Quality,Not provided
Site Engineer,TMA For Industrial Supplies ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/TMA-For-Industrial-Supplies-Egypt-38580,Quality Management,Not provided
Senior Architecture Site Engineer,Beta Developments ,Not preview,11 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Beta-Egypt-Egypt-12639,Engineering,Not provided
Full Stack Developer,Roaya ,Not preview,1 month ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Roaya-Electronic-Egypt-22686,Quality Control,Not provided
Restaurant Manager (International Restaurant),SAGE Hospitality ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Cage-hospitality-Egypt-79512,Sheet Metal Manufacturing,Not provided
Senior Principal Structure Engineer,Atkins Realis ,Not preview,25 days ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/SNC-Lavalin-Egypt-Egypt-13218,Materials Engineering,Not provided
Product Care Assistant Manager,Tank ,Not preview,1 month ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Minlo-Egypt-15232,Full Time,Not provided
Senior Internal Projects Engineer,ICON Holding ,Not preview,2 days ago,"Helwan, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223,On-site,Not provided
Senior mechanical design engineer - Electrical panels,ElectraTec for Electric Industries  ,Not preview,18 days ago,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/electratec-for-electric-industries-egypt-142361,Entry Level,Not provided
Senior Mechanical Technical Office,MEP Construction ,Not preview,1 month ago,"North Coast, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/MEP-EGY-Egypt-27754,Quality,Not provided
Office & Operation Director,Vertex Educational Solutions ,Not preview,7 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/vertex-educational-solutions-egypt-145925,Quality Assurance,Not provided
Senior Android Developer,Madar Soft ,Not preview,1 month ago,"Fleming, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/Madar-Soft-Egypt-14834,Quality Monitoring,Not provided
Production Planner,Dakahlia Group ,Not preview,9 days ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Dakahlia-Group-Egypt-4638,Data Analysis,Not provided
Export Sales Supervisor – Fresh Fruits & Vegetables,Confidential ,Not preview,21 days ago,"New Cairo, Cairo, Egypt",,Process Improvement,Not preview
SAP FICO Consultant,MK Enterprise ,Not preview,9 days ago,"Downtown, Cairo, Egypt",https://wuzzuf.net/jobs/careers/mk-enterprise-egypt-130620,Reporting,Not provided
Building Operations & Maintenance Project Manager,almassagroup ,Not preview,1 month ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/al-massagroup-Saudi-Arabia-87238,Team Collaboration,Not provided
Senior Bookkeeper (Remote),Northstone ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/northstone-denmark-145132,SaaS/ERP Familiarity,Not provided
Technical Software Project Leader – Full Stack .NET,IKEN Technology ,Not preview,23 days ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/IKEN-Technology-Egypt-44052,Call Monitoring,Not provided
Junior Project Engineer (Steel Construction),Ferrometalco steel construction ,Not preview,25 days ago,"Belbes, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/-115963,Quality analysis,Not provided
Civil Technical Office Engineer,Vantage Developments ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/vantage-developments-egypt-134837,Full Time,Not provided
Architectural Technical Office Engineer,Vantage Developments ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/vantage-developments-egypt-134837,Remote,Not provided
Software Engineer,Boysen Egypt ,Not preview,2 months ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/Boysen-Egypt-Egypt-23982,Experienced,Not provided
Sr. Full Stack Developer (.NET & Angular),Roaya ,Not preview,24 days ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Roaya-Electronic-Egypt-22686,Quality,Not provided
Financial Analyst - Evening Shift 3 -11 PM,Octa Food ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/octa-food-saudi-arabia-135965,Quality Control,Not provided
Sales Engineer (Smart Automation Systems),LSE   ,Not preview,2 months ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/LS-Egypt-Egypt-12451,Quality Assurance,Not provided
Maintenance Scheduler,Suez Canal container Terminal ,Not preview,1 month ago,"Port Fuad, Port Said, Egypt",https://wuzzuf.net/jobs/careers/Suez-Canal-container-Terminal-Egypt-11123,QA,Not provided
Warehouse Manager,Confidential ,Not preview,11 days ago,"Alsadat City, Monufya, Egypt",,Communication,Not preview
Junior Electrical Maintenance Engineer,Confidential ,Not preview,1 month ago,"Faisal, Giza, Egypt",,Compliance,Not preview
Factory Manager ( Pumps Manufacturing ),DAOUD Construction ,Not preview,2 months ago,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/DAOUD-Construction-Egypt-135454,Auditing,Not provided
Project Manager,Fixed Solutions ,Not preview,9 days ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Fixed-Solutions-Egypt-18523,Customer Service,Not provided
Senior Electrical Site Engineer,Modern Controls  ,Not preview,24 days ago,"Giza, Egypt",https://wuzzuf.net/jobs/careers/Modern-Controls-Egypt-116509,Microsoft Excel,Not provided
Technical Author,Allendevaux Company ,Not preview,16 days ago,"San Stefano, Alexandria, Egypt",https://wuzzuf.net/jobs/careers/allendevaux-company-united-kingdom-145656,Full Time,Not provided
Lubricants Procurement Specialist,Your Parts ,Not preview,1 month ago,"Downtown, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Your-Parts-Egypt-52312,On-site,Not provided
Architect,Pacific Oaks ,Not preview,1 month ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/pacific-oaks-egypt-145040,Manager,Not provided
Project Supervisor,Elabd Foods ,Not preview,1 month ago,"Cairo, Egypt",https://wuzzuf.net/jobs/careers/Elabd-Foods-Egypt-7864,Manufacturing/Production,Not provided
Procurement Manager,EL EZZ for construction and trading  ,Not preview,2 months ago,"New Cairo, Cairo, Egypt",https://wuzzuf.net/jobs/careers/concrete construction and development company-Egypt-111794,Quality,Not provided
Operations Manager,Vantage Travels ,Not preview,15 days ago,"Nasr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Vantage-Travels-Egypt-19451,Engineering - Other,Not provided
Facilities Officer,Suez Canal container Terminal ,Not preview,2 months ago,"Port Fuad, Port Said, Egypt",https://wuzzuf.net/jobs/careers/Suez-Canal-container-Terminal-Egypt-11123,Quality Assurance,Not provided
Pharmacist ( Mokattam Specialized ),Al Ahly Medical Company ,Not preview,3 hours ago,"Mokattam, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459,Automobile Engineering,Not provided
MEP Site Engineer,Heliopolis Engineering and Trading HETO ,Not preview,2 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/Heliopolis-Engineering-and-Trading-HETO-Egypt-29499,Engineering,Not provided
Senior Plastic Injection Engineer,Electronic & Electrical Engineering  3E ,Not preview,8 days ago,"Obour City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/--85748,quality manager,Not provided
Civil Project Manager,RITZY Developments ,Not preview,10 days ago,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.net/jobs/careers/-57763,Industrial Engineering,Not provided
Operation Coordinator,Power Solutions ,Not preview,10 days ago,"Giza, Egypt",https://wuzzuf.net/jobs/careers/PS-Egypt-9190,Manufacturing,Not provided
مدير الحسابات (Accounting Manager),فلوروز ,Not preview,17 days ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/floroz-saudi-arabia-145293,Mechanical,Not provided
Injection Production Manager,El Teriak Industrial Group ,Not preview,28 days ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/El-Teriak-Industrial-Group-Egypt-17942,Full Time,Not provided
Agriculture Export Director,Confidential ,Not preview,28 days ago,"Zamalek, Cairo, Egypt",,On-site,Not preview
Senior Electrical Engineer - Construction,Confidential ,Not preview,1 month ago,"Qusayr, Red Sea, Egypt",,Experienced,Not preview
Junior site engineer (Civil or Arch.),BuildIn ,Not preview,29 days ago,"Heliopolis, Cairo, Egypt",https://wuzzuf.net/jobs/careers/بيلدن-للمقاولات-والاعمال-المتكامله--Egypt-23994,Operations/Management,Not provided
Production Engineer - Steel,EEC Group ,Not preview,1 month ago,"Belbes, Sharqia, Egypt",https://wuzzuf.net/jobs/careers/EEC-Group-Egypt-31409,Manufacturing/Production,Not provided
Senior Site Engineer,ElSafwa for Construction and Touristic Development  ,Not preview,16 days ago,"Katameya, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ElSafwa for design and touristic development-Egypt-107045,Quality,Not provided
Mixing Senior Specialist,EVA Cosmetics   ,Not preview,1 day ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/EVA-Cosmetics-Egypt-8243,Quality Control,Not provided
"Operations Manager "" Facility Management Soft Services""",Inertia ,Not preview,3 days ago,"Mokattam, Cairo, Egypt",https://wuzzuf.net/jobs/careers/inertia-egypt-145881,Quality Assurance,Not provided
HVAC Manufacturing Summer Training Program,Badr And Asfour  ,Not preview,5 days ago,"Menia, Minya, Egypt",https://wuzzuf.net/jobs/careers/Badr-And-Asfour-Egypt-4641,Food Production,Not provided
Commercial Category Manager,Tawfeer ,Not preview,2 months ago,"Maadi, Cairo, Egypt",https://wuzzuf.net/jobs/careers/-84172,Food Processing,Not provided
Workshop Team Leader - Passenger Cars,GB Corp ,Not preview,25 days ago,"Suez, Suez, Egypt",https://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362,Food Manufacturing,Not provided
PLANTE MANAGER - GLASS,ICPM ,Not preview,25 days ago,"Badr City, Cairo, Egypt",https://wuzzuf.net/jobs/careers/ICPM-Egypt-109827,Food Safety Management System,Not provided
Electrical Site Engineer,Power Solutions ,Not preview,1 month ago,"6th of October, Giza, Egypt",https://wuzzuf.net/jobs/careers/PS-Egypt-9190,Food Hygiene,Not provided
